from,to,cost
7703457,7543298,4.526
9291474,17361,7.461
7855494,10339,4.711
681164,1373650,9.426
5556937,14443,9.419
9143793,1370650,8.353
20397,5556937,7.339
9296,7527730,6.952
12733,8133,4.976
17329,39228,4.695
SD,9921389,2.857
7716770,22098,7.207
26247,9900411,10.285
24503,19542,8.27
7994257,9631810,4.526
9366083,5320,5.752
130389,20784,9.087
8982,7703260,6.367
3093530,3195,5.244
7271247,14370,7.948
25348,90565,5.776
25533,6785,4.83
9909893,3195,5.829
23248,19534,7.963
653080,9514902,6.072
SD,18961,2.857
16675,9143793,11.223
20150,41279,7.933
7439873,39713,5.044
21008,27340,7.809
10170,3645940,4.943
9564934,16925,4.813
14249,3675009,11.611
7193670,21121,10.653
4809220,5035449,7.601
7983883,4251,7.857
3645940,60402,5.336
3719,1394045,7.53
25116,61190,4.4
9835458,9296,8.221
28320,43323,10.234
1378767,9193464,9.793
9101446,17884,7.225
9111654,6785,7.671
17736,8907,7.722
9239685,8672,4.481
13030,3611,7.543
10239,53,7.329
9193677,9812075,5.527
9307303,5243572,8.488
8982,80675,6.444
10146,11495,4.959
9074015,73075,5.371
560,1376616,5.968
1482505,20784,9.083
7751524,9772812,5.17
7527730,7948115,6.034
10242,4226348,5.515
9842373,16640,4.706
18467,3503526,4.837
3201,4224701,6.04
18471,9743464,9.39
11444,15962,7.617
9835148,21807,5.179
7635010,2364,11.21
31762,22225,5.506
14370,9193642,9.423
23248,1360604,4.792
9424598,9638857,4.244
39507,7685890,4.616
17876,5320,7.83
9705236,9805192,10.489
9101543,14397,10.936
43323,1369385,9.982
7994206,6727468,8.555
21741,7530935,4.815
6007,7914512,7.052
9564861,5243572,9.041
73075,9841083,4.965
16802,8788,7.078
20397,9564861,6.893
7297858,9349391,9.956
22616,5124417,7.036
7416717,2399,8.397
6742,7464010,9.576
2965712,22098,6.941
21764,12733,5.162
1524348,20799,6.984
20397,9007822,5.223
7381182,3645940,5.941
107,4105885,5.456
5362822,10339,5.753
1371266,28320,11.831
18471,560,5.193
24694,21768,8.651
17876,9835148,6.188
45507,7886284,7.577
9565000,653080,6.241
9841083,41752,9.192
9074015,21540,5.648
3877256,8672,4.812
5124417,11790,7.254
31941,21741,5.805
9073973,7915624,5.114
9631810,21089,7.39
169846,1375717,10.117
9631810,9705163,7.626
9073973,7994320,9.332
4404,9457224,5.1
15962,13447,6.983
9329781,9053069,5.632
9079254,638560,5.672
24570,19127,7.593
9909893,11495,4.44
21768,1482505,4.23
CB,7703317,2.857
OS,7970030,2.857
17329,12272,6.36
7232403,13579,9.43
61190,21774,4.503
18689,7543298,4.534
34606,7679050,8.628
11746,5362822,5.234
9296,3743,11.895
5321468,9564810,9.494
7381182,11819,6.473
17788,9155490,5.613
9443819,27162,8.631
2788,19542,5.632
5363,6742,6.108
9842373,9424598,7.352
20265,15717,7.631
14427,14370,4.163
9146946,19950,8.277
18988,7860471,8.017
7679050,39228,7.786
45523,7304,5.479
9101543,5364213,5.483
7531362,25116,8.041
4535162,7439873,4.503
9833510,3503526,4.539
4815700,7519672,6.141
28967,9900411,11.031
1377302,13420,7.826
17835,19615,6.342
6907733,7685890,6.657
7193670,59102,6.064
21741,23442,4.39
7659652,27000,8.174
17876,7751524,7.699
9000020,1370650,9.169
4226348,1358324,5.882
7686811,21089,5.246
13420,7347936,9.021
4403,4400,5.447
20370,9842373,4.952
20799,1371665,6.431
58394,3743,11.424
6007,16233,7.278
14249,9443819,8.221
5711819,12998,9.127
26115,7254830,10.856
6033822,1367072,6.141
21768,19712,7.322
7970021,20397,7.036
45483,8672,5.315
43323,21768,9.516
4236580,6725953,4.163
681164,18198,6.638
44030,43323,9.469
1360604,90565,7.337
8990,7686811,4.852
7529279,18471,5.921
16357,17094,6.697
7994117,396,11.605
1376616,3645940,6.428
8672,9836209,5.553
19897,1373390,7.424
43323,8254,9.655
7948115,18689,5.639
4809220,12733,5.347
9514902,188980,9.701
6907733,45556,6.95
5775655,7331,5.601
19038,22606,8.134
9048545,7141840,5.414
10239,31941,5.901
7878826,9772812,5.797
9835458,19658,8.646
9512691,2338530,8.33
OD,1373218,3.71
6007,18988,8.453
9708685,30090,6.69
7525460,9900411,7.186
5364213,7690126,6.088
20346,11790,6.57
19038,19712,4.98
9111867,14834,6.643
29092,1378724,10.862
7703317,23906,8.671
7218,4519876,4.876
9841083,13,9.59
13579,31392,9.321
1358316,3077,9.489
4236580,7886284,6.597
9215891,5243572,7.5
7527730,7415745,6.76
4618,13323,9.19
16675,9514902,7.482
16640,17835,6.5
9638857,27057,8.614
3719,13579,7.453
7768869,9745980,4.799
7710020,9207775,7.777
118818,9681841,11.212
19720,1378724,11.267
1367072,9686177,8.392
7855494,21540,5.391
9146946,26247,10.702
29289,6225985,6.249
9346910,1371266,9.727
123838,13514,7.957
3645940,9833510,4.882
45558,1524348,6.889
48097,9705163,7.274
681164,45507,7.932
9146962,19127,8.633
7389353,21089,5.006
17884,7464010,7.503
1150294,1370650,7.546
27472,7685890,7.355
7331,21685,5.896
9638857,16925,4.383
25533,15415,7.105
9303189,7994320,9.47
7525460,22606,4.31
7983883,9473700,4.501
17566,24341,11.362
9307303,20346,6.272
1528092,5053,6.478
44912,7994206,9.029
251,25593,9.676
SD,30292,2.857
9022228,17803,4.712
18476,17426,7.693
19950,9048545,6.6
29665,24147,4.823
8672,17861,4.49
6941206,13030,9.127
18198,21547,7.14
7471,6800467,8.982
24341,14931,7.679
5089549,9750550,5.109
16608,9111867,4.463
17835,19720,5.513
3225143,4375,8.713
1167510,12272,5.351
6610,9101446,4.55
9111867,31089,7.528
7117515,9841083,5.202
4600,7338872,7.889
7690126,9329781,5.928
7464010,9186212,5.07
6741339,9527800,8.323
58394,4105885,6.281
9187669,1363964,9.886
7527730,9112774,10.797
4105885,9155490,5.074
5089549,9185470,5.103
9473700,21685,4.828
4347390,2201,9.481
9411275,2860,5.704
1376152,11444,5.074
13323,13927,9.64
OD,9789138,3.71
11304,16802,6.374
169846,1377302,11.673
28525,12377,10.9
7886284,7007175,7.64
22689,9789200,4.598
3195,42035,5.769
20400,7716770,7.123
9111867,237,7.419
21540,13,9.684
22487,6208169,5.138
5317886,7983883,5.024
9073973,9473700,5.597
28184,18880,4.731
6727468,56502,4.756
1374656,9519319,5.565
4809220,10090,5.074
7389353,9367136,5.535
13030,2216,10.446
7300816,4618,7.438
4618,21540,7.179
6407889,4394,4.61
24341,5124417,8.094
9413243,6727468,6.29
6157,7994320,9.86
237,1360604,4.44
9457224,17736,7.728
5035449,11790,11.018
3189317,7415702,5.357
653080,16438,5.505
5364213,5089549,4.408
17861,4105885,5.052
3161579,81,5.703
251,15067,7.0
7909306,3675009,11.332
7679050,19690,4.689
6007,20828,4.402
8443,7471,5.638
28991,27790,8.341
9239685,7232403,10.39
7679050,21121,8.084
5321468,1374656,10.851
5720,6727468,6.675
16640,59102,8.264
7994206,2201,9.985
1373650,9346910,9.139
73075,107,5.036
5193,18471,6.342
27154,24694,8.141
9216073,9926062,7.066
8133,17855,4.765
3107558,12733,8.161
9527800,43323,5.829
9469486,60402,5.857
9517910,7994320,9.618
3195,27050,6.615
17264,21807,7.155
4251,5320,6.844
9146962,20630,7.902
4618,7416717,6.848
7416717,9349391,6.515
25402,1604694,6.735
9841083,9418989,4.771
7855494,6033822,6.001
251,23248,5.007
6653618,11622,7.475
9670386,39228,7.959
7886284,7117515,8.088
5364213,4400,5.601
39713,19100,8.547
18198,9193642,8.548
728535,20397,7.428
5720,8788,6.054
28184,5556937,8.079
83399,5364213,8.302
3675009,20630,8.186
8254,9106464,5.072
157023,1182323,5.095
41143,18589,7.12
9527826,1378724,5.543
17884,18467,7.677
7685912,1378724,8.638
60402,18471,4.631
20095,1374680,7.333
28184,9687564,4.46
6670,15822,8.458
6759009,16925,4.908
5720,9543414,9.123
5404711,8788,5.596
9249834,17329,7.608
1150294,43323,5.992
9106464,7970030,5.27
3093620,3093620,4.163
9185470,1376616,5.627
22225,7717407,6.91
56502,3877256,6.094
27423,3093620,4.655
14427,9671820,8.645
14969,13447,6.675
3877256,157,5.278
9074015,15415,6.983
7271247,1373650,7.494
7415745,4224701,6.89
11819,9866060,5.985
9022228,17329,6.844
22098,9000020,9.798
9835458,157,8.117
3209,1367072,7.173
53,1150294,10.863
9193391,1635,9.583
9366083,7137,5.557
20095,9474960,6.551
9836209,143359,5.687
7925662,6742,4.319
73075,21807,4.787
9527826,39507,6.949
9750541,13170,9.653
7415745,7839804,5.059
5550,6670,5.042
9048545,7969961,4.288
19720,2788,5.514
7466315,560,4.469
27006,9317627,8.548
1428,25593,8.927
9926062,9346910,8.709
9926062,9763449,7.355
31089,14443,8.641
39713,9719300,4.846
28967,2591332,7.317
7258321,25429,6.691
11495,21540,4.859
2776880,9215670,8.601
45507,9789138,6.004
1370650,14206,9.077
7970030,7970030,4.163
9372946,9372946,4.163
12730,23248,5.007
1360604,24570,7.723
5975,7338872,4.985
7970021,6715133,7.334
3107558,6800467,6.632
15415,6122,6.441
6090206,10146,5.255
3657469,7530935,9.098
41279,7685890,8.313
3201,4105885,4.841
130389,27154,8.142
21121,1371266,5.936
4447190,17876,5.762
7855362,9833510,4.875
3503526,9101446,4.754
21540,3877256,5.194
7945256,45558,5.802
2965712,7969961,7.15
7531362,9443819,9.414
83399,5775655,7.579
9772677,31762,5.657
6610,8250,5.255
1182323,7710011,4.456
6033822,4224701,6.701
9514902,9842373,7.319
9842373,18287,4.391
9317627,9215891,7.188
OD,1370626,3.71
70610,22780,5.294
17361,22545,7.488
9317627,20630,6.506
4359,4375,4.163
31089,1378767,4.732
17811,19038,8.051
7635010,2205,9.162
7768869,8990,4.553
1482505,1379682,6.954
19897,7347928,6.074
25119,96741,7.397
705187,7878036,9.293
59102,27423,6.225
7994257,7129,7.93
49913,1371266,9.013
19569,22606,7.727
24058,14969,9.161
4226348,8648,6.212
17259,5362822,6.284
75272,19897,10.334
1524348,26514,11.25
4226348,7690126,5.24
2776880,9413243,5.932
20087,30286,6.695
7710011,7974698,5.757
9867651,18215,8.294
3225143,4236580,5.042
15415,19038,7.754
80675,9303235,6.966
45685,19542,8.392
81,30813,8.844
9193642,21008,6.36
16438,9671820,7.067
4400,9427554,5.2
9007822,9048545,6.162
7389353,7466315,5.349
7389353,4563409,5.351
9565000,31941,6.067
9185470,3503526,4.483
9575820,7685890,7.351
7855362,1394045,9.905
7855508,24694,8.795
5775655,7977336,4.621
6653618,7703260,6.67
7860471,18287,9.039
9631810,9631810,4.163
1371665,43323,10.802
9048545,20052,6.701
18215,53,7.584
9825096,9750541,4.761
17884,4809220,7.358
107,7751524,6.439
9908978,29858,5.74
1377302,6929,9.132
157,6379915,4.714
7839804,7543298,4.705
9193448,9805192,9.929
1378724,25240,5.377
31941,17787,8.054
9569766,2781484,7.893
9079254,12831,10.079
20150,17027,7.644
15823,16438,7.017
157023,12733,4.817
3645940,7531362,7.642
4535162,25116,4.396
6715133,14966,6.84
15962,7304,7.401
21768,9805192,7.849
16195,7914512,8.979
7525460,20370,6.535
1379682,251,7.083
3093620,18961,8.489
3093620,7635010,5.182
9073973,7042108,4.577
7878036,7716770,9.701
7129,3503526,6.071
30287,30090,4.628
23248,9737308,6.571
5711819,3638,9.495
19658,13684,9.108
30236,7779771,9.697
3093530,9789200,4.458
20150,9758593,8.904
143359,9207775,7.866
6033822,6157,5.896
3645940,5089549,4.986
1370626,19453,8.522
1373650,26115,8.939
9146946,45556,9.567
2781484,9833510,7.63
9322531,11304,5.146
17329,53,7.483
9564934,20052,6.656
6742,9372946,5.531
17787,21764,7.546
6767486,6767486,4.163
157023,27423,4.723
9841083,21089,4.775
3107558,18689,7.274
9719300,21774,4.738
9794948,7690126,6.486
45558,2591332,7.984
28991,1488120,9.618
9517910,11304,5.517
9671820,9249834,7.475
58394,6157,5.173
25240,24406,7.665
25429,43986,9.29
9111654,7185545,9.829
9527800,9805192,4.49
25119,1369385,7.694
9111867,653080,5.748
25593,7165536,9.231
7415745,11622,4.923
9050868,9805192,11.318
3093620,8133,4.639
13,7974698,8.162
20397,16438,6.548
9564853,7525460,4.59
7710020,7471,5.686
9146962,9926062,7.018
58394,1528092,7.266
9600876,7686790,4.966
58394,47333,11.148
3568229,25402,9.567
5556937,30276,5.483
11304,3585905,5.702
15415,47333,11.217
11495,6785,4.925
9294546,9402225,7.443
90565,12377,9.814
79030,7855494,4.717
2658,41752,8.74
9687564,728535,5.799
5193,17811,6.681
17811,9303189,5.927
17264,12272,5.579
7543298,12882,9.462
9216154,19453,4.977
7415702,9078673,4.489
17264,41143,10.871
18910,18198,4.39
24805,7909390,10.799
7797036,7218,4.497
9687564,27057,11.376
7685890,18961,8.218
7165536,22780,7.989
9737308,81,10.881
45685,169846,8.159
2776880,7331,6.303
1374656,28184,8.077
7587,9705163,5.855
7196,10339,5.3
7117515,1167510,5.03
5035449,7886284,6.846
9225749,1378724,10.158
3568229,5243572,8.781
7521871,21764,4.905
17566,49913,8.021
30292,16411,6.471
7977336,3743,11.835
157,7007175,4.618
CB,9872426,2.857
21540,9347186,8.227
9193553,28320,5.458
9216073,9564810,6.739
11622,9155490,5.556
16233,27537,10.573
7415788,12272,5.9
1790,9473700,5.185
9473700,11444,6.35
80675,4809220,6.078
4805712,30962,9.625
9909893,75272,4.74
9111867,5607094,6.378
24058,9225749,5.734
9750550,9517910,4.66
1379682,9443819,7.138
42035,3195,5.771
21741,19100,7.529
9763449,14427,7.522
17329,6742,6.984
7415788,8254,10.311
20265,17329,7.655
4447190,5053,5.588
12998,4588,8.52
12735,16195,6.692
15823,19569,7.97
157023,17788,5.368
8247,8990,4.553
7047096,17788,6.484
21547,25119,7.217
8788,4347390,11.833
30632,9074015,5.907
7994125,9413243,5.157
9488910,9900411,10.583
3877256,5193,6.609
1370626,21741,5.361
7415788,21764,6.805
18910,7717407,4.319
638560,11304,5.885
31941,1379682,8.253
3657469,9835440,5.211
191,7178379,4.305
9527800,96741,8.248
9909893,6670,5.586
60402,7193670,7.438
21807,4105885,5.305
43323,17662,9.396
7697554,9372946,8.23
8443,9207775,8.071
57851,7543298,6.247
11790,9641,4.906
1370626,6741339,5.57
4447190,7415745,4.488
4403,7381182,5.911
9186212,9207775,7.787
9078673,9347186,7.961
14969,1394045,7.362
15717,8990,7.997
7855494,6610,5.581
9101446,18471,4.803
29033,7254830,4.76
20095,31762,7.681
30546,3202,7.745
9836209,27050,6.774
6741339,130389,5.762
6767486,6907733,10.676
7710020,9836209,5.322
9101446,7994206,9.86
29665,1373650,4.31
3675009,9193642,6.546
9844511,21768,10.726
7751524,13030,8.017
9427554,7445202,5.424
9737308,9564861,7.484
9670386,14931,6.045
6785,11622,5.422
8982,638560,5.378
3201,9187669,5.375
21685,9079254,5.089
14308,9559973,5.469
4815700,9074015,6.595
30805,3202,8.936
8133,19897,9.922
12272,7522452,5.404
157,446947,5.13
7685920,16675,8.38
17855,22689,4.414
9836209,9457224,5.812
1373900,7855508,4.293
30632,18476,5.417
7129,7634994,5.198
7439873,7860471,5.154
25593,29599,10.537
7519672,7710011,5.109
21121,20087,7.95
31392,81817,8.274
9877045,27050,6.675
7886284,9078673,6.65
17876,9296,6.018
16411,17787,7.577
4447190,169846,4.335
18467,9367136,5.388
1378767,9867651,4.859
1375717,7697554,8.453
53,16925,6.971
5035449,18471,6.939
9750550,17811,5.375
8250,9457224,4.501
5053,7860471,6.044
9239685,58394,5.965
5320,60402,5.991
7300816,3093530,4.935
7389353,17566,7.346
7768869,19542,9.328
9079254,7839804,4.664
24406,31976,7.96
9708685,22487,6.297
7338872,7218,6.15
22225,1360604,4.369
7193670,7839804,7.867
7659652,14834,6.902
152323,6225985,6.618
7527730,7659652,7.214
20828,20150,6.803
7811152,7839804,4.691
5607094,9926062,5.455
20150,30276,6.695
7304,355763,4.941
4588,3585905,7.594
6727468,2909,10.127
1167510,1528092,6.251
9734880,9303235,4.857
9473700,7137,6.83
9367136,9427554,4.367
28688,19690,9.162
3529592,6741339,7.886
27537,9443819,8.342
9099,9841083,5.327
1528092,6670,6.865
1370626,27340,6.188
17884,7710011,7.252
90565,130389,8.205
7530935,24570,7.843
22616,9193642,6.011
19950,14397,7.704
12831,2186,9.492
3201,48097,7.174
29599,9837094,5.609
9046313,20795,9.027
28688,9844511,5.157
25119,20265,9.42
3675009,7909306,11.339
7543298,3645940,5.459
20370,2965712,4.758
6785,3877256,4.662
21741,18961,8.114
9457224,5320,6.098
29384,6610,4.797
5317886,7300816,4.936
9146962,25119,5.258
157,9909893,4.703
1528092,42035,5.465
17884,70610,10.843
9812105,30286,5.259
25348,9111654,8.125
21741,9007822,6.152
9908978,9527800,10.937
5053,9022228,5.264
40053,24406,8.108
7970021,27154,8.07
4588,61190,7.511
24406,20400,6.25
7193670,22616,10.015
18471,19658,8.676
9517910,12998,9.047
4105885,18467,5.121
10170,11622,4.878
9867651,2788,8.468
9631810,4236580,8.054
5035449,7042108,7.576
169846,18910,9.505
152323,27790,8.602
9193391,1375717,4.559
7047096,4224701,5.935
24058,728535,7.798
19712,7970030,7.39
21807,3743,11.21
9734880,17329,5.635
12735,22616,8.744
5711819,7522452,4.47
15717,79030,7.918
11444,9078673,5.74
12272,7634994,5.896
16411,16195,4.328
18198,18910,4.39
8247,45523,4.906
7703260,19569,7.224
9111654,5959,8.355
1371266,45599,5.58
9346910,4555732,8.4
75272,6379915,5.205
4224701,27423,7.072
9737308,20265,9.42
31976,6767486,10.435
9844511,28184,8.411
28184,18988,5.777
24430,5243572,10.654
9686177,4224701,7.519
10090,18467,5.276
6700,79030,4.815
9517910,5364213,5.253
6407889,61190,4.843
9758593,18198,7.576
4618,83399,4.163
2788,31941,7.077
9692517,4588,7.996
7860471,6237,4.318
1182323,4809220,4.368
4563409,6090206,5.09
9249834,9926062,7.351
16438,19496,5.224
6907733,15825,10.647
157,3077,10.086
7047096,4403,5.288
6610,9517910,4.488
653080,19453,5.74
OS,17566,2.857
8990,1367072,6.604
6946879,6610,4.597
5775655,6157,4.929
24058,17027,8.264
9427554,1358324,5.418
18910,9565000,7.37
75272,17855,5.225
8982,7232403,10.581
638560,2776880,5.7
1373153,9837094,4.163
7909381,30805,8.942
9598,6122,4.795
16925,14958,6.901
6670,5460,4.64
7129,9457224,6.142
16233,24147,6.823
61190,9473700,5.191
7994230,19897,7.793
29092,7909322,8.011
7510,9418989,5.439
5320,6725953,5.925
10146,9074015,5.684
9207775,9842373,7.125
16802,7860471,6.065
CB,15520,2.857
9772677,24058,4.923
3719,56502,8.203
4839,7415702,6.205
28525,25429,8.147
18689,3093620,5.037
1394045,18215,7.949
7445202,7768869,5.472
9111654,19658,5.725
7909306,152323,4.459
7415761,638560,5.014
18689,3209,5.337
6653618,45685,5.686
9681841,7994117,7.713
3201,80675,6.072
19712,49913,5.013
5720,9833510,6.282
9844511,11790,10.748
SD,6785,2.857
6785,4251,8.404
8247,9745980,4.799
1,7992912,6.191
157023,9909893,4.593
OD,19897,3.71
7855494,7047096,6.381
9734880,14308,9.419
7703260,7994125,6.462
4555732,23442,4.469
58394,7886284,7.915
9048545,9527800,8.086
CB,17861,2.857
184969,1373218,6.087
1141902,7659652,7.621
7703317,1528092,8.939
15962,728535,7.144
2591332,29521,8.82
9842373,9926062,7.448
1528092,6785,6.17
6610,25116,4.613
5243572,14451,4.602
7587,10170,6.383
9101543,29384,6.357
25402,9120076,8.369
12730,1373900,4.408
16925,16411,6.38
9073973,21774,5.276
7531362,21008,9.04
18910,14958,6.824
6610,3585905,5.377
9215670,9101446,8.323
16734,45523,4.851
42035,4394,5.056
4105885,58394,6.216
3201,3093620,5.058
9099,7878826,6.058
17876,24406,10.871
7225822,9000020,8.564
